date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-04 09:13:11,CoxiTerrienne,CoxiTerrienne,0,0,0,"4° cette échéance a été avancée pour pallier à l'incurie du gouvernement à protéger les personnes fragiles dans les EHPAD qui on le sait depuis des mois sont un public à risque avec le #SARSCoV2",,,#SARSCoV2,1246365185314639872,https://twitter.com/CoxiTerrienne/status/1246365185314639872
2020-04-04 09:12:22,LluisMontoliu,,0,1,0,"Mi buen amigo @JosepQuerSivila investigador del @VHIR_ compi de promoción en @BiologiaUB @UniBarcelona, experto en el virus de #hepatitisC (otro #coronavirus) y tesorero de @sev_virologia compartiendo sus éxitos sobre el genoma de #SARSCoV2 en @eldiarioes",,@JosepQuerSivila @VHIR_ @BiologiaUB @UniBarcelona @sev_virologia @eldiarioes,#hepatitisC #coronavirus #SARSCoV2,1246364980582264832,https://twitter.com/LluisMontoliu/status/1246364980582264832
2020-04-04 09:12:12,Roegelsnap,,0,0,0,"WIRKLICH JEDER KANN HELFEN GEMEINSAM RECHENKRAFT GEGEN CORONA ZUR VERFÜGUNG STELLEN https://boinc.berkeley.edu http://boinc.bakerlab.org/rosetta #wirbleibenzuhause #HomeOffice #CoronaLockdown #COVID #COVID2019 #CORONA #COVID19 #COVID_19 #coronavirus #SARSCoV2 #Pandemie #HighRiskCovid19",,,#wirbleibenzuhause #HomeOffice #CoronaLockdown #COVID #COVID2019 #CORONA #COVID19 #COVID_19 #coronavirus #SARSCoV2 #Pandemie #HighRiskCovid19,1246364939872337920,https://twitter.com/Roegelsnap/status/1246364939872337920
2020-04-04 09:11:19,newsmap_pl,,0,1,1,"#ItalyCoronavirus - 3 kwietnia 2020 #NewsMap #koronawirus #COVID2019 #CoronaVirusUpdate #SARSCoV2 #infografika #mapacoronavirus #Covid_19 #kwarantannadomowa #zostanwdomu #Włochy",,,#ItalyCoronavirus #NewsMap #koronawirus #COVID2019 #CoronaVirusUpdate #SARSCoV2 #infografika #mapacoronavirus #Covid_19 #kwarantannadomowa #zostanwdomu #W,1246364717985206272,https://twitter.com/newsmap_pl/status/1246364717985206272
2020-04-04 09:11:07,andyS_64,,0,0,0,"Here we go. ‘Herd Immunity’ has always been the Tory goal and it still is (cc @matthaig1) Sod the old and weak — they’re dispensable. Explains the Govts criminally negligent response to the #SARSCoV2 pandemic from Johnson et al and why the messaging has been so confused:",,@matthaig1,#SARSCoV2,1246364668442095616,https://twitter.com/andyS_64/status/1246364668442095616
2020-04-04 09:11:07,micahstubbs,ck94117,1,0,0,"#coronavirus #COVID19 #SARSCoV2 ",,,#coronavirus #COVID19 #SARSCoV2,1246364666164416512,https://twitter.com/micahstubbs/status/1246364666164416512
2020-04-04 09:11:02,POD198,timcolbourn,0,0,0,"#COVID19 #CoronaVirus #SARSCoV2 #StayHomeStaySafe",,,#COVID19 #CoronaVirus #SARSCoV2 #StayHomeStaySafe,1246364646052900864,https://twitter.com/POD198/status/1246364646052900864
2020-04-04 09:11:00,salutcat,,0,11,21," Expertes de l'@IBECBarcelona liderades per @nmontlab contribueixen a identificar un fàrmac en fase clínica que bloqueja els efectes del #coronavirus #SARSCoV2 http://www.ibecbarcelona.eu/ca/experts-de-libec-contribueixen-a-identificar-un-farmac-en-fase-clinica-que-bloqueja-els-efectes-de-la-malaltia-del-coronavirus/ #JoActuo #EnsEnSortirem",,@IBECBarcelona @nmontlab,#coronavirus #SARSCoV2 #JoActuo #EnsEnSortirem,1246364636112465921,https://twitter.com/salutcat/status/1246364636112465921
2020-04-04 09:10:32,docflipperino1,,0,2,9,"notte terrificante. Allarmi in continuazione. Pronazione. Sconforto. Impotenza. Ma poi... la luce. Maria te lo avevo promesso e ci siamo quasi. Ora tocca a te! #covid_19italia #celafaremo #SARSCoV2 #nonsimollauncazzo",,,#covid_19italia #celafaremo #SARSCoV2 #nonsimollauncazzo,1246364519162613760,https://twitter.com/docflipperino1/status/1246364519162613760
2020-04-04 09:10:29,istsupsan,,2,19,25,"Gli animali domestici non diffondono il virus #SARSCoV2 ma sono suscettibili al contatto con persone infette. Proteggiamoli: riducendo l'esposizione con i malati evitando effusioni e mantenendo le misure igieniche leggi il commento dell'esperto https://tinyurl.com/v39nc5b",,,#SARSCoV2,1246364508978847750,https://twitter.com/istsupsan/status/1246364508978847750
2020-04-04 09:08:54,DrPuerner,,0,0,0,"Applaus ist schön, schützt aber nicht! Adäquate Schutzausrüstung gegen #SARSCoV2 für medizinisches Personal ist unabdingbar. Keine Experimente mit „Wiederaufbereitung“ von #FFP-#Masken! Behelfsmäßiger Mund-Nasen-Schutz hat in med. Einrichtungen nichts verloren. Mehr Hirn!!",,,#SARSCoV2 #FFP #Masken,1246364110545182720,https://twitter.com/DrPuerner/status/1246364110545182720
2020-04-04 09:07:08,XavierAbadMdG,givitessi,0,0,0,"En sentit ampli els gossos podrien ser considerats fomites i portar #SARSCoV2 mecànicament de forma passiva. Però ull viu, sempre vindrien a ser carrerons estrets i poc transitats. Les autopistes de transmissió #SARSCoV2 són microgotes i contacte amb superf inerts contaminades.",,,#SARSCoV2 #SARSCoV2,1246363665235947526,https://twitter.com/XavierAbadMdG/status/1246363665235947526
2020-04-04 09:05:31,JMRothberg,,0,0,0,"Fingers crossed for ⁦@AiTherapeutics⁩ LAM002 drug trials in #Covid19 - Most specific PIKfyve inhibitor known. “...#SARSCoV2 enters 293/hACE2 cells mainly through endocytosis, that PIKfyve, TPC2, and cathepsin L are critical for entry”. #Coronavirus",,@aitherapeutics,#Covid19 #SARSCoV2 #Coronavirus,1246363255729201153,https://twitter.com/JMRothberg/status/1246363255729201153
2020-04-04 09:05:21,alexvallenilla,,0,0,0,"#SARSCoV2 #COVIDー19 #coronavirus #3Abr",,,#SARSCoV2 #COVID #coronavirus #3Abr,1246363213358391296,https://twitter.com/alexvallenilla/status/1246363213358391296
2020-04-04 09:05:16,Vaccinologist,,0,9,18,"As of April 04, 2020 (08:50 GMT): Over 1.1 million #COVIDー19 cases, almost 230K recovered but almost 60K deaths. That's why we need vaccines. Antivaxxers this is ""natural immunity"". We need a #vaccine against #SARSCoV2, the #virus causing this #CoronavirusPandemic.",,,#COVID #vaccine #SARSCoV2 #virus #CoronavirusPandemic,1246363195746500609,https://twitter.com/Vaccinologist/status/1246363195746500609
2020-04-04 09:05:09,brionesci,NYTScience,0,1,4,"Si os gusta la biología molecular y os apetece descubrir datos interesantes sobre el genoma del #SARSCoV2, os recomiendo este artículo de @NYTScience",,@NYTScience,#SARSCoV2,1246363164792553472,https://twitter.com/brionesci/status/1246363164792553472
2020-04-04 09:04:38,micahstubbs,Yascha_Mounk,0,0,0,"#coronavirus #COVID19 #SARSCoV2 ",,,#coronavirus #COVID19 #SARSCoV2,1246363035733831682,https://twitter.com/micahstubbs/status/1246363035733831682
2020-04-04 09:04:03,UZH_Virology,,0,3,4,"We have had incredible help & support from our friends & neighbours @ETH_en as we ramped up #SARSCoV2 diagnostics for #Zurich. They donated space, staff &amp; valuable equipment. Thank-you to the #COVID19 Task Force, @BohacekLab &amp; Plant Biochemistry @ETH_DBIOL! @Joel_Mesot @UZH_en",,@ETH_en @BohacekLab @ETH_DBIOL @Joel_Mesot @UZH_en,#SARSCoV2 #Zurich #COVID19,1246362888278867968,https://twitter.com/UZH_Virology/status/1246362888278867968
2020-04-04 09:03:25,JeanFGuilbo,JeanFGuilbo,0,0,0,"#SARSCoV2 Why state of the art scientists were talking about Sars-cov2 and Sars-cov3 in 2007 and 2017, were they the same sars-cov2 as for covid-19? If yes does it mean it was bioengineered? ",,,#SARSCoV2,1246362727188176897,https://twitter.com/JeanFGuilbo/status/1246362727188176897
2020-04-04 09:03:19,vitale_rosalba,,0,0,0,"@Musumeci_Staff @gaearmao @ruggerorazza @LeolucaOrlando1 @FabioGiambrone @CatenoDeLuca @GiuseppeConteIT ciò che si deve fare #Sicilia è copiare le azioni della Corea del Sud: test #SARSCoV2 e mascherine. Abbiamo isolamento geografico e numeri bassi per intervenire e bloccare ",,@Musumeci_Staff @gaearmao @ruggerorazza @LeolucaOrlando1 @FabioGiambrone @CatenoDeLuca @GiuseppeConteIT,#Sicilia #SARSCoV2,1246362704488599552,https://twitter.com/vitale_rosalba/status/1246362704488599552
2020-04-04 09:02:19,Dr_M_Guthridge,,0,4,3,"Hey, can anyone help? I saw a report that EUROMENE were gearing up to look at #Covid_19, #SARSCoV2 and the possibility they might cause #MECFS Can someone point me in the right direction? CC: @ClareWilsonMed",,@ClareWilsonMed,#Covid_19 #SARSCoV2 #MECFS,1246362452322746369,https://twitter.com/Dr_M_Guthridge/status/1246362452322746369
2020-04-04 09:01:59,KromyKing,,0,0,0,"@jessicaalba Rate my Meme #SARSCoV2 ",,@jessicaalba,#SARSCoV2,1246362370085130241,https://twitter.com/KromyKing/status/1246362370085130241
2020-04-04 09:01:49,proftombourne,,0,0,0,"@ISUOG consensus statement on rationalising gynaecological ultrasound scanning in the context of #SARSCoV2 https://www.isuog.org/resource/isuog-consensus-statement-on-rationalization-of-gynecological-ultrasound-services-in-context-of-sars-cov-2.html @asumultrasound @SCoRMembers @BMUS_Ultrasound",,@ISUOG @asumultrasound @SCoRMembers @BMUS_Ultrasound,#SARSCoV2,1246362325159944192,https://twitter.com/proftombourne/status/1246362325159944192
2020-04-04 09:01:43,survgaze,GaetanBurgio,0,1,0,"Good thread explaining hopes around the use of #Ivermectin and similar drugs to fight #SARSCoV2 #CoronavirusMadrid #covid19ESP talking about this. @CNB_CSIC @CSIC @ChemaMartell",,@CNB_CSIC @CSIC @ChemaMartell,#Ivermectin #SARSCoV2 #CoronavirusMadrid #covid19ESP,1246362301034356736,https://twitter.com/survgaze/status/1246362301034356736
2020-04-04 09:01:29,RalfZietz,,0,0,0,"@ZhangDanhong, wie sehen Sie das? https://projekte.sueddeutsche.de/artikel/politik/coronavirus-in-wuhan-chronik-der-vertuschung-e418140/?reduced=true&amp;autologin=true #COVIDー19 #Coronakrise #virus #SARSCoV2",,@ZhangDanhong,#COVID #Coronakrise #virus #SARSCoV2,1246362241051561991,https://twitter.com/RalfZietz/status/1246362241051561991
2020-04-04 09:01:24,Roegelsnap,RosettaAtHome,0,0,0,"JEDER WILL HELFEN! Hilf auch du mit, das widerwärtige Virus bekämpfen. Alles was du brauchst ist ein COMPUTER. Die Berkeley Universität hat ein Programm zum verteilten Rechnen: https://boinc.berkeley.edu/ PROJEKT: ROSETTA@HOME #COVID19de #CoronaZeit #SARSCoV2 #Covid19NL #Covid19",,,#COVID19de #CoronaZeit #SARSCoV2 #Covid19NL #Covid19,1246362220314968065,https://twitter.com/Roegelsnap/status/1246362220314968065
2020-04-04 09:01:20,mihai_necula,,0,0,1,"#Covid19 #SARSCoV2 #FotografieDeProfilNouă",,,#Covid19 #SARSCoV2 #FotografieDeProfilNou,1246362205689384960,https://twitter.com/mihai_necula/status/1246362205689384960
2020-04-04 09:00:48,Wulkany1,,0,0,0,"Ciekawy artykuł o #Ischgl #Austria - słynnym kurorcie austriackim w #Tyrol i jednym z głównych ognisk epidemicznych w Europie. Kronika zakażeń. Warto przeczytać. Link: https://www.spiegel.de/international/world/ischgl-austria-a-corona-hotspot-in-the-alps-spread-virus-across-europe-a-32b17b76-14df-4f37-bfcf-39d2ceee92ec #koronawirus #SARSCoV2 #COVIDー19",,,#Ischgl #Austria #Tyrol #koronawirus #SARSCoV2 #COVID,1246362071102558208,https://twitter.com/Wulkany1/status/1246362071102558208
2020-04-04 09:00:25,whitecatcotton1,hahaguma,0,0,0,"#COVID19 #CORONAVIRUS #SARSCOV2 差別するかねぇ… ",,,#COVID19 #CORONAVIRUS #SARSCOV2,1246361973073182725,https://twitter.com/whitecatcotton1/status/1246361973073182725
2020-04-04 09:00:21,xiangzhuyuan,,0,0,0,"#SARSCoV2 #新型コロナウイルス #新型冠状病毒肺炎",,,#SARSCoV2,1246361955431878664,https://twitter.com/xiangzhuyuan/status/1246361955431878664
2020-04-04 09:00:04,webconsultas,,0,0,0,"Tras mucho trabajo y gracias al gran equipo que está detrás de Webconsultas, ya tienes disponible nuestro Especial coronavirus. Conoce todo lo que necesitas saber con veracidad y rigor sobre el #coronavirus #covid19 #sarscov2 #especialcoronavirus",,,#coronavirus #covid19 #sarscov2 #especialcoronavirus,1246361885106208770,https://twitter.com/webconsultas/status/1246361885106208770
2020-04-04 09:00:00,DocCheck,,0,2,2,"Wissenschaftler haben ein Tool entwickelt, das den wahrscheinlichen klinischen Verlauf einer Infektion mit #SARSCoV2 vorhersagen kann: https://bit.ly/3bP18zP #COVIDー19 #COVID19 #Coronavirus",,,#SARSCoV2 #COVID #COVID19 #Coronavirus,1246361867724951553,https://twitter.com/DocCheck/status/1246361867724951553
2020-04-04 08:58:22,crevertebover,ClaudiaMK1122,0,0,1,"EEUU billones de inversión en armamento y tampoco tienen material sanitario adecuado para #SARSCoV2 ¿Los servicios de ""#inteligencia"" #CIA #CNI #M16... occidente no se enteraron de que pasaba en #China? ¡Xq los chinos mentir han mentido ! Y los de ""aquí"" más o lo peor",,,#SARSCoV2 #inteligencia #CIA #CNI #M16 #China,1246361459342430208,https://twitter.com/crevertebover/status/1246361459342430208
2020-04-04 08:58:07,JamesCrowellJr,,0,0,0,"The #Coronavirus #pandemic is not the flu. It's worse. https://youtu.be/FVIGhz3uwuQ via @voxdotcom #StayAtHome #FlattenTheCurve #COVID19 #SARSCoV2 #AloneTogether",,@voxdotcom,#Coronavirus #pandemic #StayAtHome #FlattenTheCurve #COVID19 #SARSCoV2 #AloneTogether,1246361394137698304,https://twitter.com/JamesCrowellJr/status/1246361394137698304
2020-04-04 08:57:47,MarcoKris87,,1,0,0,"Non ho initeresse minimamente a parlare di alcuni particolari soggetti politici di oggi; ma quanto mi manca quella idea di coerenza di un tempo, quella che si considerava una virtù. #facciamorete #covid_19italia #coronavirusitalIa #coronavirus #COVIDー19 #FacebookLive #SARSCoV2 ",,,#facciamorete #covid_19italia #coronavirusitalIa #coronavirus #COVID #FacebookLive #SARSCoV2,1246361309727412230,https://twitter.com/MarcoKris87/status/1246361309727412230
2020-04-04 08:56:56,anjisha13,,0,0,0,"Klopapier trendet schon wieder und ich bin mir nicht sicher, ob #SARSCoV2 die Lunge, den Darm oder vielleicht doch das Gehirn angreift.",,,#SARSCoV2,1246361098074427394,https://twitter.com/anjisha13/status/1246361098074427394
2020-04-04 08:56:46,Ram_Varadhan,CNN,0,0,0,"WHO covid-19 mythbusters should include a line. Do not listen to claims by @realDonaldTrump #pandemicresponse #pandemicpreparedness #pandemics #coronavirus #covid19 #sarscov2 #policymaking #futurethinking",,@realDonaldTrump,#pandemicresponse #pandemicpreparedness #pandemics #coronavirus #covid19 #sarscov2 #policymaking #futurethinking,1246361056626249728,https://twitter.com/Ram_Varadhan/status/1246361056626249728
2020-04-04 08:56:00,SDXZV,,0,0,0,"Το Πάσχα είναι 19 Απρίλη. Και θα αναστηθεί ο Υιός του Θεού. Αναβάλλεται.... γιατί Ήρθε ο covid 19 ο κορωνάΥιός ο Αντίχριστος. Γέρονtαc Αναβολήcιοc #COVID19 N ReL G S #SARSCOV2 #NoReligions 04.IIII.2020 #COVID2019greece #Coronavirus #κορονάϊος #Μένουμε_Σπίτι",,,#COVID19 #SARSCOV2 #NoReligions #COVID2019greece #Coronavirus,1246360862450991106,https://twitter.com/SDXZV/status/1246360862450991106
2020-04-04 08:55:51,realsilberhacke,,0,0,0,"#covid19 #SARSCoV2 machen wir uns nichts vor - es sieht in jedem land gleich aus. es wird nur unterschiedlich getestet, und die zahlen spiegeln den zustand des jeweiligen gesundheitswesens in abhängigkeit zur politischen direktive.",,,#covid19 #SARSCoV2,1246360826342227968,https://twitter.com/realsilberhacke/status/1246360826342227968
2020-04-04 08:54:42,Wulkany1,FirstSquawk,0,0,0,"#Francja - około 600 francuskich żołnierzy zainfekowanych #COVIDー19 W #Tokio #Japonia dochodzi 110 nowych zakażeń #SARSCoV2 #koronawirus - co nie jest dobrą wiadomością.",,,#Francja #COVID #Tokio #Japonia #SARSCoV2 #koronawirus,1246360534351478785,https://twitter.com/Wulkany1/status/1246360534351478785
2020-04-04 08:53:24,Tigress58774042,,1,1,1,"There are 15 minute tests, Trump has them, other Countries have them. Why have we not got them @BorisJohnson ? 15 mins in a waiting room to tell if someone is + would save so many HCW's lives. You called it a WAR fecking act like it. #coronavirus #covid19 #SARSCoV2",,@BorisJohnson,#coronavirus #covid19 #SARSCoV2,1246360206243741696,https://twitter.com/Tigress58774042/status/1246360206243741696
2020-04-04 08:53:09,OlivierRimmel,,3,4,3," Les virologistes internationaux semblent tomber d'accord, un consensus semble se profiler sur une durée ""d'au moins DEUX ANS"" à propos de la pandémie au virus #SARSCoV2 #COVID19.",,,#SARSCoV2 #COVID19,1246360144306462720,https://twitter.com/OlivierRimmel/status/1246360144306462720
2020-04-04 08:53:07,Julia53470201,,0,0,0,"Interessant. Offenbar wurden Warnungen der #EUC bzgl. #COVID19 #SARSCoV2 #Coronavirus in #Europa Ende Januar nicht ausreichend berücksichtigt. Exclusive - 'Things under control': how Europe sleepwalked into the coronavirus crisis | Article [AMP] | Reuters",,,#EUC #COVID19 #SARSCoV2 #Coronavirus #Europa,1246360136505057281,https://twitter.com/Julia53470201/status/1246360136505057281
2020-04-04 08:52:11,Electric4F,,0,0,0,"Erfrischend transparent. Auf ZIB2/@3sat wurde heute berichtet, wie viele Intensivbetten Österreich hat und wieviele mit #SARSCoV2 Patienten belegt sind. Das ist interessanter als die nichtssagenden Zahlen von neu nachgewiesenen #COVID19de Infektionen in DE!!!1!!!11 #Coronakrise",,@3sat,#SARSCoV2 #COVID19de #Coronakrise,1246359899996635137,https://twitter.com/Electric4F/status/1246359899996635137
2020-04-04 08:51:12,Ram_Varadhan,,0,0,0,"The tendency to address what’s right in front of us rather than preventing what might happen in the future is clear from the numbers. https://www.wsj.com/articles/preparing-for-the-next-pandemic-11585936915?shareToken=st6b492b6c60654aff863f730476a94ed2 #pandemicresponse #pandemicpreparedness #pandemics #coronavirus #covid19 #SARSCoV2 #policymaking #futurethinking",,,#pandemicresponse #pandemicpreparedness #pandemics #coronavirus #covid19 #SARSCoV2 #policymaking #futurethinking,1246359656110403584,https://twitter.com/Ram_Varadhan/status/1246359656110403584
2020-04-04 08:50:41,alejandroorrico,,0,0,1,"Increíble el conocimiento sobre el #SARSCoV2 en solo 3 meses.. Describen la función de cada una de sus proteínas #lacienciaesmagica Bad News Wrapped in Protein: Inside the Coronavirus Genome - The New York Times",,,#SARSCoV2 #lacienciaesmagica,1246359524870668293,https://twitter.com/alejandroorrico/status/1246359524870668293
2020-04-04 08:50:32,Wulkany1,,0,0,0,"Z racji tego że #koronawirus #SARSCoV2 #COVID2019 może być przenoszony przez osoby bezobjawowe, które mogę jeszcze nie wiedzieć że zostały zakażone (brak symptomów) wskazane jest aby wszyscy przesłaniali twarz (nawet bandanami czy szalikami). #KoronawirusWPolsce",,,#koronawirus #SARSCoV2 #COVID2019 #KoronawirusWPolsce,1246359486085955585,https://twitter.com/Wulkany1/status/1246359486085955585
2020-04-04 08:49:43,awani28,,0,0,1,"Testingkits for mass based sceening and PPE to Medical staff needed for their safety. #PPE #pandemic #GlobalHealth #globalpattern #SARSCoV2",,,#PPE #pandemic #GlobalHealth #globalpattern #SARSCoV2,1246359280527134725,https://twitter.com/awani28/status/1246359280527134725
2020-04-04 08:49:36,whitecatcotton1,,0,0,0,"#covid19 #coronavirus #SARSCoV2 #無症状感染 をあぶり出さないとこうなるのは目に見えていた訳で、これで #olympic2020 で世界中から人とお金を集めようとしてたんだから、まさに #殺人 的行為を政府・役人は行っているんだよね。",,,#covid19 #coronavirus #SARSCoV2 #olympic2020,1246359250726600704,https://twitter.com/whitecatcotton1/status/1246359250726600704
2020-04-04 08:47:57,Wulkany1,CDCgov,0,0,1,"CDC zaleca noszenie maseczek zakrywających usta i nos. Wreszcie. #koronawirus #SARSCoV2 #COVID2019 #KoronawirusWPolsce #USA",,,#koronawirus #SARSCoV2 #COVID2019 #KoronawirusWPolsce #USA,1246358834882457600,https://twitter.com/Wulkany1/status/1246358834882457600
